Time,Sign,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,Get,ResponseRead
2022-02-03 11:42:13:4290914 PM,3.2824,34.3186,,,,0.0147,0.0371,34.3807,0.0045
2022-02-03 11:42:13:5229130 PM,4.0987,35.6197,,,,0.0254,0.0264,35.6641,0.0029
2022-02-03 11:42:13:6151444 PM,1.306,45.6264,,,,0.0134,0.0245,45.6876,0.0028
2022-02-03 11:42:13:6942769 PM,1.138,35.6476,,,,0.0195,0.0205,35.6979,0.0068
2022-02-03 11:42:13:7868604 PM,0.9861,37.4372,,,,0.0138,0.0244,37.476,0.0031
2022-02-03 11:42:13:8794169 PM,1.334,35.323,,,,0.0154,0.0224,35.3727,0.0037
2022-02-03 11:42:13:9714642 PM,3.642,34.4887,,,,0.0249,0.0323,34.5485,0.0038
2022-02-03 11:42:14:0628099 PM,5.1099,32.9665,,,,0.0228,0.0432,33.0584,0.0253
2022-02-03 11:42:14:1584297 PM,3.1303,37.9806,,,,0.0154,0.0238,38.0337,0.0049
2022-02-03 11:42:14:3898238 PM,1.2145,173.1447,47.4531,22.8196,55.1251,0.0164,0.0263,173.1939,0.0074
2022-02-03 11:42:14:4664072 PM,2.4655,36.1623,,,,0.0134,0.0244,36.2002,0.0027
2022-02-03 11:42:14:5465752 PM,2.9177,33.7149,,,,0.0146,0.0252,33.7584,0.0034
2022-02-03 11:42:14:6247120 PM,2.8939,34.5537,,,,0.0125,0.0686,34.6112,0.0099
2022-02-03 11:42:14:7013321 PM,2.398,36.5263,,,,0.0128,0.0768,36.6002,0.009
2022-02-03 11:42:14:7802927 PM,3.066,34.1521,,,,0.023,0.0215,34.2297,0.0038
2022-02-03 11:42:14:8561107 PM,3.1278,35.7549,,,,0.0221,0.0222,35.8168,0.0056
2022-02-03 11:42:14:9330629 PM,2.5985,33.0973,,,,0.016,0.0366,33.1451,0.0042
2022-02-03 11:42:15:0259037 PM,4.5626,36.681,,,,0.0243,0.0237,36.7401,0.0098
2022-02-03 11:42:15:1182892 PM,5.474,33.4527,,,,0.0159,0.0235,33.5253,0.0089
2022-02-03 11:42:15:2113306 PM,1.3542,38.7081,,,,0.0162,0.039,38.8138,0.0041
2022-02-03 11:42:15:3001210 PM,5.2329,37.7783,,,,0.0164,0.0273,37.835,0.0087
2022-02-03 11:42:15:3937653 PM,1.1369,33.5483,,,,0.0169,0.0329,35.9953,0.0035
2022-02-03 11:42:15:4708019 PM,0.9706,32.7172,,,,0.0178,0.023,32.7599,0.0036
2022-02-03 11:42:15:5476094 PM,1.0572,34.7784,,,,0.0135,0.0295,36.4632,0.0028
2022-02-03 11:42:15:6269027 PM,3.0745,32.2731,,,,0.0133,0.0195,32.3115,0.0031
2022-02-03 11:42:15:7036900 PM,1.0876,36.1637,,,,0.014,0.023,36.2065,0.0031
2022-02-03 11:42:15:7810257 PM,0.9108,33.4846,,,,0.012,0.0213,33.5219,0.0027
2022-02-03 11:42:15:8723605 PM,1.0101,45.5947,,,,0.0138,0.0224,47.3002,0.0026
2022-02-03 11:42:15:9495425 PM,0.9238,36.0958,,,,0.0127,0.0199,36.1457,0.0037
2022-02-03 11:42:16:0256109 PM,0.83,35.4198,,,,0.0123,0.0265,35.4546,0.0033
2022-02-03 11:42:16:0898922 PM,0.813,31.2231,,,,0.0122,0.0189,31.2616,0.0037
2022-02-03 11:42:16:1659248 PM,0.9857,35.5634,,,,0.0149,0.0212,35.6043,0.0028
2022-02-03 11:42:16:2414167 PM,0.7689,30.2831,,,,0.0189,0.0198,31.9147,0.0035
2022-02-03 11:42:16:3209449 PM,0.6713,32.2324,,,,0.0121,0.0204,32.2713,0.0071
2022-02-03 11:42:16:3958360 PM,0.3384,33.5204,,,,0.0183,0.027,33.5626,0.0151
2022-02-03 11:42:16:4615940 PM,1.1071,32.8888,,,,0.0141,0.021,32.9285,0.0027
2022-02-03 11:42:16:5426284 PM,0.9496,35.5317,,,,0.0134,0.1452,35.5704,0.0054
2022-02-03 11:42:16:6128624 PM,1.2054,34.5011,,,,0.0143,0.0213,34.5457,0.0057
2022-02-03 11:42:16:6897543 PM,1.1486,31.0635,,,,0.0143,0.0196,33.3271,0.0032
2022-02-03 11:42:16:7644262 PM,2.6893,31.6734,,,,0.0129,0.0208,31.7236,0.0076
2022-02-03 11:42:16:8416092 PM,0.9486,31.9357,,,,0.0304,0.0387,34.2783,0.0051
2022-02-03 11:42:16:9175956 PM,1.0275,30.3563,,,,0.0398,0.0265,33.1788,0.0032
2022-02-03 11:42:16:9964593 PM,1.091,31.863,,,,0.0132,0.021,31.9459,0.0036
2022-02-03 11:42:17:0743890 PM,1.1715,29.4022,,,,0.0279,0.0217,31.7714,0.0063
2022-02-03 11:42:17:1484027 PM,2.9985,32.3596,,,,0.0215,0.0305,32.404,0.0035
2022-02-03 11:42:17:2278259 PM,1.1546,30.5185,,,,0.0133,0.032,32.6326,0.0061
2022-02-03 11:42:17:3064119 PM,1.182,38.3524,,,,0.0216,0.0216,38.3958,0.0034
2022-02-03 11:42:17:3933232 PM,0.804,32.5276,,,,0.0136,0.0687,34.6498,0.0112
2022-02-03 11:42:17:4802405 PM,0.8908,32.4333,,,,0.0132,0.0269,34.9961,0.0031
2022-02-03 11:42:17:5570140 PM,3.115,31.0759,,,,0.0201,0.0218,31.1192,0.0028
2022-02-03 11:42:17:6354088 PM,1.1447,29.6304,,,,0.014,0.0253,31.5117,0.0099
2022-02-03 11:42:17:7120233 PM,1.0918,35.9527,,,,0.0179,0.0288,35.9917,0.0024
2022-02-03 11:42:17:7978536 PM,1.0718,31.2494,,,,0.0123,0.0208,33.8253,0.0031
2022-02-03 11:42:17:8674369 PM,0.8605,30.5358,,,,0.0192,0.0186,32.0421,0.003
2022-02-03 11:42:17:9446036 PM,1.0366,33.9183,,,,0.013,0.0189,33.958,0.007
2022-02-03 11:42:18:0232178 PM,0.852,33.9699,,,,0.0127,0.0229,34.0073,0.0039
2022-02-03 11:42:18:0996092 PM,0.8497,35.4522,,,,0.0141,0.0218,35.4881,0.0032
2022-02-03 11:42:18:1768961 PM,0.961,35.8502,,,,0.0128,0.0313,37.6622,0.0051
2022-02-03 11:42:18:2884297 PM,0.91,47.7893,,,,0.0141,0.0354,47.8327,0.0033
2022-02-03 11:42:18:3782398 PM,5.522,31.5359,,,,0.0189,0.0379,31.6009,0.0055
2022-02-03 11:42:18:4701837 PM,1.2385,37.0512,,,,0.0219,0.0284,37.1089,0.0072
2022-02-03 11:42:18:5643809 PM,0.9927,46.9515,,,,0.0156,0.0334,49.1993,0.004
2022-02-03 11:42:18:6557236 PM,3.6574,33.8488,,,,0.0249,0.0273,33.9009,0.0036
2022-02-03 11:42:18:7512225 PM,1.2485,31.1951,,,,0.0164,0.0236,33.8234,0.0043
2022-02-03 11:42:18:8435161 PM,4.0535,37.8549,,,,0.0219,0.0232,37.9147,0.0037
2022-02-03 11:42:18:9379271 PM,15.2876,33.349,,,,0.0287,0.0227,33.397,0.0046
2022-02-03 11:42:19:0301078 PM,3.1776,36.2019,,,,0.0175,0.0316,36.2525,0.004
2022-02-03 11:42:19:1081430 PM,1.0582,34.1759,,,,0.0142,0.0215,34.2165,0.0027
2022-02-03 11:42:19:1877703 PM,1.1487,34.5102,,,,0.0185,0.0242,34.5619,0.0035
2022-02-03 11:42:19:2684009 PM,0.8826,35.1891,,,,0.013,0.1052,36.9891,0.0118
2022-02-03 11:42:19:3579856 PM,1.0325,34.8123,,,,0.0127,0.0217,34.8573,0.0037
2022-02-03 11:42:19:4353624 PM,1.3503,33.9623,,,,0.0136,0.0389,35.973,0.0032
2022-02-03 11:42:19:5141162 PM,2.8054,35.8271,,,,0.0127,0.066,35.8764,0.0059
2022-02-03 11:42:19:6387859 PM,1.1958,74.9467,,,,0.0191,0.0241,74.9992,0.0063
2022-02-03 11:42:19:7143146 PM,2.9221,31.8337,,,,0.0134,0.031,31.8748,0.0038
2022-02-03 11:42:19:7925767 PM,1.1516,37.0399,,,,0.0142,0.029,37.0853,0.0043
2022-02-03 11:42:19:8694174 PM,0.9817,30.6526,,,,0.0158,0.0252,32.7629,0.0032
2022-02-03 11:42:19:9629206 PM,1.3589,42.4127,,,,0.015,0.032,45.2336,0.0038
2022-02-03 11:42:20:0409936 PM,0.9076,30.5451,,,,0.0135,0.0341,32.2001,0.0037
2022-02-03 11:42:20:1313143 PM,0.9392,42.8472,,,,0.0144,0.0312,44.8383,0.0045
2022-02-03 11:42:20:2110783 PM,2.4356,33.61,,,,0.013,0.0205,33.6559,0.003
2022-02-03 11:42:20:3043974 PM,3.2418,36.197,,,,0.0144,0.0306,36.2487,0.0035
2022-02-03 11:42:20:3940895 PM,2.4491,35.4576,,,,0.0152,0.0293,35.5276,0.0037
2022-02-03 11:42:20:4722772 PM,3.0096,34.275,,,,0.022,0.0321,34.3182,0.0038
2022-02-03 11:42:20:5530396 PM,0.7917,31.4742,,,,0.0134,0.0257,33.2892,0.0122
2022-02-03 11:42:20:6278485 PM,0.7652,34.1819,,,,0.0166,0.0254,35.8549,0.0031
2022-02-03 11:42:20:7055603 PM,2.5133,33.4576,,,,0.0127,0.1065,33.537,0.0147
2022-02-03 11:42:20:7822501 PM,0.9065,31.6033,,,,0.0119,0.0205,31.6472,0.0044
2022-02-03 11:42:20:8612676 PM,0.7569,31.0751,,,,0.0138,0.0284,32.8495,0.0036
2022-02-03 11:42:20:9386805 PM,2.6328,30.3605,,,,0.0126,0.0237,30.4009,0.0032
2022-02-03 11:42:21:0173602 PM,0.8325,30.8696,,,,0.0134,0.021,32.8624,0.0065
2022-02-03 11:42:21:0952638 PM,3.3314,30.3898,,,,0.0163,0.029,30.4483,0.0059
2022-02-03 11:42:21:1733750 PM,0.874,29.97,,,,0.0144,0.022,31.9516,0.0034
2022-02-03 11:42:21:2535630 PM,0.841,31.2385,,,,0.0138,0.0222,33.0715,0.0035
2022-02-03 11:42:21:3287039 PM,0.9496,32.7512,,,,0.0135,0.0384,32.8154,0.0061
2022-02-03 11:42:21:4068585 PM,1.1845,31.4534,,,,0.0165,0.0246,34.1104,0.0027
2022-02-03 11:42:21:4986550 PM,3.7126,33.3499,,,,0.0147,0.0226,33.3967,0.0033
